"","X1","team_id","year","league_id","rank","g","ghome","w","l","r","ab","h","double","triple","hr","bb","so","sb","cs","hbp","sf","ra","er","era","cg","sho","sv","ipouts","ha","hra","bba","soa","e","dp","fp","name","park","attendance","salary"
"561",561,"OAK",1991,"AL",4,162,81,84,78,760,5410,1342,246,19,159,642,981,151,64,NA,NA,776,733,4.57,14,10,49,4332,1425,155,655,892,107,150,0.98,"Oakland Athletics","Oakland Coliseum",2713493,1433966.68
"562",562,"OAK",1992,"AL",1,162,81,96,66,745,5387,1389,219,24,142,707,831,143,59,NA,NA,672,600,3.73,8,9,58,4341,1396,129,601,843,125,158,0.97,"Oakland Athletics","Oakland Coliseum",2494160,1356083.33333333
"563",563,"OAK",1993,"AL",7,162,81,68,94,715,5543,1408,260,21,158,622,1048,131,59,NA,NA,846,791,4.9,8,2,42,4356,1551,157,680,864,111,161,0.98,"Oakland Athletics","Oakland Coliseum",2035025,1071780.94285714
"564",564,"OAK",1994,"AL",2,114,56,51,63,549,3885,1009,178,13,113,417,686,91,39,NA,NA,589,537,4.82,12,3,23,3009,979,128,510,732,88,105,0.97,"Oakland Athletics","Oakland Coliseum",1242692,1050703.125
"565",565,"OAK",1995,"AL",4,144,72,67,77,730,4916,1296,228,18,169,565,911,112,46,NA,NA,761,697,4.93,8,4,34,3819,1320,153,556,890,101,151,0.98,"Oakland Athletics","Oakland Coliseum",1174310,1044561.80555556
"566",566,"OAK",1996,"AL",3,162,81,78,84,861,5630,1492,283,21,243,640,1114,58,35,NA,NA,900,841,5.2,7,5,34,4368,1638,205,644,884,102,195,0.98,"Oakland Athletics","Oakland Coliseum",1148380,581750
"567",567,"OAK",1997,"AL",4,162,81,65,97,764,5589,1451,274,23,197,642,1181,71,36,NA,NA,946,881,5.49,2,1,38,4335,1734,197,642,953,121,170,0.98,"Oakland Athletics","Oakland Coliseum",1264218,626144.736842105
"568",568,"OAK",1998,"AL",4,162,81,74,88,804,5490,1413,295,13,149,633,1122,131,47,NA,NA,866,770,4.83,12,4,39,4302,1555,179,529,922,141,155,0.97,"Oakland Athletics","Oakland Coliseum",1232343,648031.25
"569",569,"OAK",1999,"AL",2,162,81,87,75,893,5519,1430,287,20,235,770,1129,70,37,NA,NA,846,749,4.69,6,5,48,4314,1537,160,569,967,122,162,0.98,"Oakland Athletics","Oakland Coliseum",1434610,848101.178571429
"570",570,"OAK",2000,"AL",1,161,81,91,70,947,5560,1501,281,23,239,750,1159,40,15,52,44,813,730,4.58,7,11,43,4306,1535,158,615,963,134,164,0.978,"Oakland Athletics","Oakland Coliseum",1603744,1184123.44444444
"571",571,"OAK",2001,"AL",2,162,81,102,60,884,5573,1469,334,22,199,640,1021,68,29,88,59,645,583,3.59,13,9,44,4390,1384,153,440,1117,125,151,0.98,"Oakland Athletics","Oakland Coliseum",2133277,1252250
"572",572,"OAK",2002,"AL",1,162,81,103,59,800,5558,1450,279,28,205,609,1008,46,20,68,36,654,593,3.68,9,19,48,4356,1391,135,474,1021,102,144,0.984,"Oakland Athletics","Oakland Coliseum",2169811,1530044.88461538
"573",573,"OAK",2003,"AL",1,162,81,96,66,768,5497,1398,317,24,176,556,898,48,14,59,53,643,582,3.63,16,14,48,4325,1336,140,499,1018,107,145,0.983,"Oakland Athletics","Oakland Coliseum",2216596,1933109
"574",574,"OAK",2004,"AL",2,162,81,91,71,793,5728,1545,336,15,189,608,1061,47,22,55,43,742,682,4.17,10,8,35,4414,1466,164,544,1034,91,172,0.986,"Oakland Athletics","Network Associates Coliseum",2201516,2188969.14814815
"575",575,"OAK",2005,"AL",2,162,81,88,74,772,5627,1476,310,20,155,537,819,31,22,52,40,658,594,3.69,9,12,38,4351,1315,154,504,1075,88,166,0.986,"Oakland Athletics","McAfee Coliseum",2109118,2161030.48
"576",576,"OAK",2006,"AL",1,162,81,93,69,771,5500,1429,266,22,175,650,976,61,20,50,56,727,679,4.21,5,11,54,4355,1525,162,529,1003,84,173,0.986,"Oakland Athletics","McAfee Coliseum",1976625,2489723.16
"577",577,"OAK",2007,"AL",3,162,81,76,86,741,5577,1430,295,16,171,664,1119,52,20,49,56,758,689,4.28,4,9,36,4344,1468,138,530,1036,90,153,0.985,"Oakland Athletics","McAfee Coliseum",1921844,2834533.57142857
"578",578,"OAK",2008,"AL",3,161,81,75,86,646,5451,1318,270,23,125,574,1226,88,21,48,35,690,640,4.01,4,7,33,4305,1364,135,576,1061,98,169,0.984,"Oakland Athletics","McAfee Coliseum",1665256,1713111.64285714
"579",579,"OAK",2009,"AL",4,162,81,75,87,759,5584,1464,307,21,135,527,1046,133,48,50,54,761,685,4.26,2,10,38,4342,1486,156,523,1124,105,155,0.983,"Oakland Athletics","Oakland-Alameda Country Coliseum",1408783,2304000
"580",580,"OAK",2010,"AL",2,162,81,81,81,663,5448,1396,276,30,109,527,1061,156,38,47,51,626,566,3.56,7,17,38,4295,1315,153,512,1070,99,147,0.984,"Oakland Athletics","Oakland-Alameda Country Coliseum",1418391,1795800
"581",581,"OAK",2011,"AL",3,162,81,74,88,645,5452,1330,280,29,114,509,1094,117,43,50,57,679,597,3.71,6,12,39,4343,1380,136,519,1160,124,145,0.979,"Oakland Athletics","Oakland-Alameda Country Coliseum",1476791,2376303.57142857
"582",582,"OAK",2012,"AL",1,162,81,94,68,713,5527,1315,267,32,195,550,1387,122,32,45,34,614,569,3.48,1,13,47,4410,1360,147,462,1136,111,135,0.982,"Oakland Athletics","O.co Coliseum",1679013,1881481.48148148
"583",583,"OAK",2013,"AL",1,162,81,96,66,767,5521,1403,301,25,186,573,1178,74,28,45,49,625,574,3.56,6,13,46,4356,1339,163,428,1183,97,112,0.983,"Oakland Athletics","O.co Coliseum",1809302,1986083.33333333
"584",584,"OAK",2014,"AL",2,162,81,88,74,729,5545,1354,253,33,146,586,1104,83,20,49,43,572,524,3.22,7,13,31,4390,1269,147,406,1244,111,150,0.982,"Oakland Athletics","O.co Coliseum",2003628,2784938.46153846
"585",585,"OAK",2015,"AL",5,162,81,68,94,694,5600,1405,277,46,146,475,1119,78,29,40,38,729,664,4.14,5,15,28,4334,1402,172,474,1179,126,154,0.979,"Oakland Athletics","O.co Coliseum",1768175,2865870.40740741
"586",586,"PHI",1986,"NL",2,161,80,86,75,739,5483,1386,266,39,154,589,1154,153,59,NA,NA,713,621,3.85,22,11,39,4353,1473,130,553,874,137,157,0.97,"Philadelphia Phillies","Veterans Stadium",1933335,383109.172413793
"587",587,"PHI",1987,"NL",4,162,81,80,82,702,5475,1390,248,51,169,587,1109,111,49,NA,NA,749,673,4.18,13,7,48,4344,1453,167,587,877,121,137,0.98,"Philadelphia Phillies","Veterans Stadium",2100110,479759.708333333
"588",588,"PHI",1988,"NL",6,162,81,65,96,597,5403,1294,246,31,106,489,981,112,49,NA,NA,734,659,4.14,16,6,36,4299,1447,118,628,859,145,139,0.97,"Philadelphia Phillies","Veterans Stadium",1990041,532230.769230769
"589",589,"PHI",1989,"NL",6,163,81,67,95,629,5447,1324,215,36,123,558,926,106,50,NA,NA,735,643,4.04,10,10,33,4299,1408,127,613,899,133,136,0.97,"Philadelphia Phillies","Veterans Stadium",1861985,407250
"590",590,"PHI",1990,"NL",4,162,81,77,85,646,5535,1410,237,27,103,582,915,108,35,NA,NA,729,655,4.07,18,7,35,4347,1381,124,651,840,117,150,0.98,"Philadelphia Phillies","Veterans Stadium",1992484,440126.448275862
"591",591,"PHI",1991,"NL",3,162,83,78,84,629,5521,1332,248,33,111,490,1026,92,30,NA,NA,680,627,3.86,16,11,35,4389,1346,111,670,988,116,111,0.98,"Philadelphia Phillies","Veterans Stadium",2050012,748975.259259259
"592",592,"PHI",1992,"NL",6,162,81,70,92,686,5500,1392,255,36,118,509,1059,127,31,NA,NA,717,652,4.11,27,7,34,4284,1387,113,549,851,131,128,0.97,"Philadelphia Phillies","Veterans Stadium",1927448,869573.36
"593",593,"PHI",1993,"NL",1,162,81,97,65,877,5685,1555,297,51,156,665,1049,91,32,NA,NA,740,646,3.95,24,11,46,4416,1419,129,573,1117,141,123,0.97,"Philadelphia Phillies","Veterans Stadium",3137674,940977.8
"594",594,"PHI",1994,"NL",4,115,60,54,61,521,3927,1028,208,28,80,396,711,67,24,NA,NA,497,438,3.85,7,1,30,3072,1028,98,377,699,94,96,0.97,"Philadelphia Phillies","Veterans Stadium",2290971,991903.225806452
"595",595,"PHI",1995,"NL",2,144,72,69,75,615,4950,1296,263,30,94,497,884,72,25,NA,NA,658,603,4.21,8,8,41,3870,1241,134,538,980,96,139,0.98,"Philadelphia Phillies","Veterans Stadium",2043598,835776.25
"596",596,"PHI",1996,"NL",5,162,81,67,95,650,5499,1405,249,39,132,536,1092,117,41,NA,NA,790,710,4.49,12,6,42,4269,1463,160,510,1044,115,145,0.98,"Philadelphia Phillies","Veterans Stadium",1801677,844937.5
"597",597,"PHI",1997,"NL",5,162,81,68,94,668,5443,1390,290,35,116,519,1032,92,56,NA,NA,840,768,4.87,13,7,35,4260,1441,171,616,1209,105,134,0.98,"Philadelphia Phillies","Veterans Stadium",1490638,819013.513513513
"598",598,"PHI",1998,"NL",3,162,81,75,87,713,5617,1482,286,36,126,508,1080,97,45,NA,NA,808,754,4.64,21,11,32,4389,1476,188,544,1176,110,131,0.98,"Philadelphia Phillies","Veterans Stadium",1715722,933750
"599",599,"PHI",1999,"NL",3,162,81,77,85,841,5598,1539,302,44,161,631,1081,125,35,NA,NA,846,788,4.93,11,6,32,4314,1494,212,627,1030,100,143,0.98,"Philadelphia Phillies","Veterans Stadium",1825337,961015.625
"600",600,"PHI",2000,"NL",5,162,81,65,97,708,5511,1386,304,40,144,611,1117,102,30,44,37,830,763,4.77,8,6,34,4316,1458,201,640,1123,100,136,0.983,"Philadelphia Phillies","Veterans Stadium",1612769,1633444.44444444
"601",601,"PHI",2001,"NL",2,162,81,86,76,746,5497,1431,295,29,164,551,1125,153,47,43,61,719,667,4.15,8,7,47,4336,1417,170,527,1086,91,145,0.985,"Philadelphia Phillies","Veterans Stadium",1782054,1602455.11538462
"602",602,"PHI",2002,"NL",3,161,79,80,81,710,5523,1428,325,41,165,640,1095,104,43,53,39,724,671,4.17,5,9,47,4349,1381,153,570,1075,88,156,0.986,"Philadelphia Phillies","Veterans Stadium",1618467,2037222.18518519
"603",603,"PHI",2003,"NL",3,162,81,86,76,791,5543,1448,325,27,166,651,1155,72,29,55,38,697,648,4.04,9,13,33,4331,1386,142,536,1060,97,146,0.984,"Philadelphia Phillies","Veterans Stadium",2259948,2516428.57142857
"604",604,"PHI",2004,"NL",2,162,81,86,76,840,5643,1505,303,23,215,645,1133,100,27,58,46,781,724,4.45,4,5,43,4388,1488,214,502,1070,81,142,0.987,"Philadelphia Phillies","Citizens Bank Park",3250092,3704766.68
"605",605,"PHI",2005,"NL",2,162,81,88,74,807,5542,1494,282,35,167,639,1083,116,27,56,46,726,672,4.21,4,6,40,4305,1379,189,487,1159,90,132,0.985,"Philadelphia Phillies","Citizens Bank Park",2665304,3673923.07692308
"606",606,"PHI",2006,"NL",2,162,81,85,77,865,5687,1518,294,41,216,626,1203,92,25,95,44,812,747,4.6,4,6,42,4381,1561,211,512,1138,104,153,0.983,"Philadelphia Phillies","Citizens Bank Park",2701815,3381666.65384615
"607",607,"PHI",2007,"NL",1,162,81,89,73,892,5688,1558,326,41,213,641,1205,138,19,90,52,821,767,4.73,5,5,42,4375,1555,198,558,1050,89,162,0.986,"Philadelphia Phillies","Citizens Bank Park",3108325,3166721.89285714
"608",608,"PHI",2008,"NL",1,162,81,92,70,799,5509,1407,291,36,214,586,1117,136,25,67,40,680,625,3.88,4,11,47,4349,1444,160,533,1081,90,142,0.985,"Philadelphia Phillies","Citizens Bank Park",3422583,3929265.83333333
"609",609,"PHI",2009,"NL",1,162,81,93,69,820,5578,1439,312,35,224,589,1155,119,28,71,45,709,673,4.16,8,9,44,4367,1479,189,489,1153,76,132,0.987,"Philadelphia Phillies","Citizens Bank Park",3600693,4330924.84615385
"610",610,"PHI",2010,"NL",1,162,84,97,65,772,5581,1451,290,34,166,560,1064,108,21,63,43,640,594,3.67,14,21,40,4369,1402,168,416,1183,83,158,0.986,"Philadelphia Phillies","Citizens Bank Park",3647249,5068870.67857143
"611",611,"PHI",2011,"NL",1,162,81,102,60,713,5579,1409,258,38,153,539,1024,96,24,56,38,529,495,3.02,18,21,47,4431,1320,120,404,1299,74,135,0.988,"Philadelphia Phillies","Citizens Bank Park",3680718,6148156.39285714
"612",612,"PHI",2012,"NL",3,162,81,81,81,684,5544,1414,271,28,158,454,1094,116,23,63,39,680,618,3.83,5,11,42,4354,1387,178,409,1385,101,118,0.983,"Philadelphia Phillies","Citizens Bank Park",3565718,5817964.6
"613",613,"PHI",2013,"NL",4,162,81,73,89,610,5456,1355,255,32,140,417,1205,73,29,53,31,749,689,4.32,6,3,32,4309,1465,152,506,1199,97,141,0.984,"Philadelphia Phillies","Citizens Bank Park",3012403,6533199.57692308
"614",614,"PHI",2014,"NL",5,162,81,73,89,619,5603,1356,251,27,125,443,1306,109,26,55,37,687,619,3.79,2,12,40,4405,1396,134,521,1255,83,133,0.987,"Philadelphia Phillies","Citizens Bank Park",2423852,5654530.21875
"615",615,"PHI",2015,"NL",5,162,81,63,99,626,5529,1374,272,37,130,387,1274,88,32,54,29,809,749,4.69,1,7,35,4309,1592,191,488,1153,117,145,0.981,"Philadelphia Phillies","Citizens Bank Park",1831080,4367720
"616",616,"PIT",1986,"NL",6,162,81,64,98,663,5456,1366,273,33,111,569,929,152,84,NA,NA,700,628,3.9,17,9,30,4350,1397,138,570,924,142,134,0.97,"Pittsburgh Pirates","Three Rivers Stadium",1000917,368277.777777778
"617",617,"PIT",1987,"NL",4,162,81,80,82,723,5536,1464,282,45,131,535,914,140,58,NA,NA,744,674,4.2,25,13,39,4335,1377,164,562,914,123,147,0.98,"Pittsburgh Pirates","Three Rivers Stadium",1161193,274869.565217391
"618",618,"PIT",1988,"NL",2,160,81,85,75,651,5379,1327,240,45,110,553,947,119,60,NA,NA,616,555,3.47,12,11,46,4320,1349,108,469,790,124,128,0.98,"Pittsburgh Pirates","Three Rivers Stadium",1866713,227634.615384615
"619",619,"PIT",1989,"NL",5,164,81,74,88,637,5539,1334,263,53,95,563,914,155,69,NA,NA,680,601,3.64,20,9,40,4461,1394,121,539,827,160,130,0.97,"Pittsburgh Pirates","Three Rivers Stadium",1374141,437232.142857143
"620",620,"PIT",1990,"NL",1,162,81,95,67,733,5388,1395,288,42,138,582,914,137,52,NA,NA,619,547,3.4,18,8,43,4341,1367,135,413,848,134,125,0.97,"Pittsburgh Pirates","Three Rivers Stadium",2049908,458580.64516129
"621",621,"PIT",1991,"NL",1,162,84,98,64,768,5449,1433,259,50,126,620,901,124,46,NA,NA,632,557,3.44,18,11,51,4368,1411,117,401,919,120,134,0.98,"Pittsburgh Pirates","Three Rivers Stadium",2065302,898256.423076923
"622",622,"PIT",1992,"NL",1,162,81,96,66,693,5527,1409,272,54,106,569,872,110,53,NA,NA,595,551,3.35,20,20,43,4437,1410,101,455,844,101,144,0.98,"Pittsburgh Pirates","Three Rivers Stadium",1829395,1252969.14814815
"623",623,"PIT",1993,"NL",5,162,81,75,87,707,5549,1482,267,50,110,536,972,92,55,NA,NA,806,766,4.77,12,5,34,4335,1557,153,485,832,105,161,0.98,"Pittsburgh Pirates","Three Rivers Stadium",1650593,772208.612903226
"624",624,"PIT",1994,"NL",3,114,61,53,61,466,3864,1001,198,23,80,349,725,53,25,NA,NA,580,518,4.64,8,1,24,3015,1094,117,370,650,89,131,0.98,"Pittsburgh Pirates","Three Rivers Stadium",1222520,670219.696969697
"625",625,"PIT",1995,"NL",5,144,72,58,86,629,4937,1281,245,27,125,456,972,84,55,NA,NA,736,666,4.7,11,7,29,3825,1407,130,477,871,121,138,0.97,"Pittsburgh Pirates","Three Rivers Stadium",905517,566573.28125
"626",626,"PIT",1996,"NL",5,162,80,73,89,776,5665,1509,319,33,138,510,989,126,49,NA,NA,833,750,4.64,5,7,37,4360,1602,183,479,1044,128,144,0.98,"Pittsburgh Pirates","Three Rivers Stadium",1332150,657642.857142857
"627",627,"PIT",1997,"NL",2,162,81,79,83,725,5503,1440,291,52,129,481,1161,160,50,NA,NA,760,683,4.28,6,8,41,4308,1503,143,560,1080,131,149,0.97,"Pittsburgh Pirates","Three Rivers Stadium",1657022,314292.939393939
"628",628,"PIT",1998,"NL",6,163,80,69,93,650,5493,1395,271,35,107,393,1060,159,51,NA,NA,718,630,3.91,7,10,41,4347,1433,147,530,1112,140,161,0.97,"Pittsburgh Pirates","Three Rivers Stadium",1560950,450593.75
"629",629,"PIT",1999,"NL",3,161,81,78,83,775,5468,1417,282,40,171,573,1197,112,44,NA,NA,782,689,4.33,8,3,34,4297,1444,160,633,1083,147,174,0.97,"Pittsburgh Pirates","Three Rivers Stadium",1638023,675647.6
"630",630,"PIT",2000,"NL",5,162,81,69,93,793,5643,1506,320,31,168,564,1032,86,40,66,37,888,795,4.94,5,7,27,4347,1554,163,711,1070,132,169,0.979,"Pittsburgh Pirates","Three Rivers Stadium",1748908,1112628.23076923
"631",631,"PIT",2001,"NL",6,162,81,62,100,657,5398,1333,256,25,161,467,1106,93,73,67,35,858,794,5.05,8,9,36,4249,1493,167,549,908,133,168,0.978,"Pittsburgh Pirates","PNC Park",2464870,1769136.89285714
"632",632,"PIT",2002,"NL",4,161,79,72,89,641,5330,1300,263,20,142,537,1109,86,49,73,41,730,664,4.23,2,7,47,4238,1447,163,572,920,115,177,0.982,"Pittsburgh Pirates","PNC Park",1784988,1419299.96296296
"633",633,"PIT",2003,"NL",4,162,81,75,87,753,5581,1492,275,45,163,529,1049,86,37,87,38,801,744,4.64,7,10,44,4333,1527,178,502,926,123,159,0.98,"Pittsburgh Pirates","PNC Park",1636751,1950381.88461538
"634",634,"PIT",2004,"NL",5,161,80,72,89,680,5483,1428,267,39,142,415,1066,63,40,95,42,744,680,4.29,3,8,46,4284,1451,149,576,1079,103,189,0.983,"Pittsburgh Pirates","PNC Park",1580031,1193627
"635",635,"PIT",2005,"NL",6,162,81,67,95,680,5573,1445,292,38,139,471,1092,73,30,72,49,769,706,4.42,4,14,35,4308,1456,162,612,958,117,193,0.981,"Pittsburgh Pirates","PNC Park",1817245,1442153.84615385
"636",636,"PIT",2006,"NL",5,162,81,67,95,691,5558,1462,286,17,141,459,1200,68,23,89,49,797,720,4.52,2,10,39,4305,1545,156,620,1060,104,168,0.983,"Pittsburgh Pirates","PNC Park",1861549,1771682.69230769
"637",637,"PIT",2007,"NL",6,162,81,68,94,724,5569,1463,322,31,148,463,1135,68,30,71,51,846,793,4.93,4,5,32,4343,1627,174,518,997,83,190,0.986,"Pittsburgh Pirates","PNC Park",1749142,1427327.14814815
"638",638,"PIT",2008,"NL",6,162,81,67,95,735,5628,1454,314,21,153,474,1039,57,19,59,51,884,822,5.08,3,7,34,4365,1631,176,657,963,107,179,0.983,"Pittsburgh Pirates","PNC Park",1609076,1931451.32
"639",639,"PIT",2009,"NL",6,161,81,62,99,636,5417,1364,289,34,125,499,1142,90,32,46,36,768,723,4.59,5,7,28,4255,1491,152,563,919,73,171,0.988,"Pittsburgh Pirates","PNC Park",1577853,1872807.69230769
"640",640,"PIT",2010,"NL",6,162,81,57,105,587,5386,1303,276,27,126,463,1207,87,36,33,33,866,784,5,1,6,31,4235,1567,167,538,1026,127,120,0.979,"Pittsburgh Pirates","PNC Park",1613399,1328192.30769231
"641",641,"PIT",2011,"NL",4,162,81,72,90,610,5421,1325,277,35,107,489,1308,108,52,34,44,712,650,4.04,5,11,43,4348,1513,152,535,1031,112,154,0.982,"Pittsburgh Pirates","PNC Park",1940429,1636296.2962963
"642",642,"PIT",2012,"NL",4,162,81,79,83,651,5412,1313,241,37,170,444,1354,73,52,51,45,674,615,3.86,2,10,45,4300,1357,153,490,1192,112,126,0.982,"Pittsburgh Pirates","PNC Park",2091918,2248285.67857143
"643",643,"PIT",2013,"NL",2,162,81,94,68,634,5486,1346,273,35,161,469,1330,94,42,88,29,577,533,3.26,3,16,55,4412,1299,101,515,1261,106,154,0.984,"Pittsburgh Pirates","PNC Park",2256862,2752214.28571429
"644",644,"PIT",2014,"NL",2,162,81,88,74,682,5536,1436,275,30,156,520,1244,104,47,78,35,631,562,3.47,2,7,48,4369,1341,128,499,1228,109,148,0.983,"Pittsburgh Pirates","PNC Park",2442564,2756357.14285714
"645",645,"PIT",2015,"NL",2,162,81,98,64,697,5631,1462,292,27,140,461,1322,98,45,89,41,596,532,3.21,0,13,54,4469,1392,110,453,1338,122,177,0.981,"Pittsburgh Pirates","PNC Park",2498596,3065258.5862069
"646",646,"SDN",1986,"NL",4,162,81,74,88,656,5515,1442,239,25,136,484,917,96,68,NA,NA,723,640,3.99,13,7,32,4329,1406,150,607,934,135,135,0.97,"San Diego Padres","Jack Murphy Stadium",1805716,455227.72
"647",647,"SDN",1987,"NL",6,162,81,65,97,668,5456,1419,209,48,113,577,992,198,91,NA,NA,763,680,4.27,14,10,33,4299,1402,175,602,897,146,135,0.97,"San Diego Padres","Jack Murphy Stadium",1454061,417431.84
"648",648,"SDN",1988,"NL",3,161,81,83,78,594,5366,1325,205,35,94,494,892,123,50,NA,NA,583,528,3.28,30,9,39,4347,1332,112,439,885,116,147,0.98,"San Diego Padres","Jack Murphy Stadium",1506896,356192.384615385
"649",649,"SDN",1989,"NL",2,162,81,89,73,642,5422,1360,215,32,120,552,1013,136,67,NA,NA,626,547,3.38,21,11,52,4371,1359,133,481,933,152,147,0.97,"San Diego Padres","Jack Murphy Stadium",2009031,542500
"650",650,"SDN",1990,"NL",4,162,81,75,87,673,5554,1429,243,35,123,509,902,138,59,NA,NA,673,597,3.68,21,12,35,4383,1437,147,507,928,141,141,0.97,"San Diego Padres","Jack Murphy Stadium",1856396,613654.785714286
"651",651,"SDN",1991,"NL",3,162,81,84,78,636,5408,1321,204,36,121,501,1069,101,64,NA,NA,646,576,3.57,14,11,47,4356,1385,139,457,921,113,130,0.98,"San Diego Padres","Jack Murphy Stadium",1804289,738333.366666667
"652",652,"SDN",1992,"NL",3,162,81,82,80,617,5476,1396,255,30,135,453,864,69,52,NA,NA,636,578,3.56,9,11,46,4383,1444,111,439,971,115,127,0.98,"San Diego Padres","Jack Murphy Stadium",1721406,959077.392857143
"653",653,"SDN",1993,"NL",7,162,81,61,101,679,5503,1386,239,28,153,443,1046,92,41,NA,NA,772,675,4.23,8,6,32,4311,1470,148,558,957,160,129,0.97,"San Diego Padres","Jack Murphy Stadium",1375432,763979.787878788
"654",654,"SDN",1994,"NL",4,117,57,47,70,479,4068,1117,200,19,92,319,762,79,37,NA,NA,531,474,4.08,8,3,27,3135,1008,99,393,862,111,82,0.97,"San Diego Padres","Jack Murphy Stadium",953857,430627.441176471
"655",655,"SDN",1995,"NL",3,144,72,70,74,668,4950,1345,231,20,116,447,872,124,46,NA,NA,672,589,4.13,6,10,35,3852,1242,142,512,1047,108,130,0.98,"San Diego Padres","Jack Murphy Stadium",1041805,874577.8
"656",656,"SDN",1996,"NL",1,162,81,91,71,771,5655,1499,285,24,147,601,1014,109,55,NA,NA,682,617,3.73,5,11,47,4467,1395,138,506,1194,118,136,0.98,"San Diego Padres","Jack Murphy Stadium",2187886,944939.066666667
"657",657,"SDN",1997,"NL",4,162,81,76,86,795,5609,1519,275,16,152,604,1129,140,60,NA,NA,891,804,4.99,5,2,43,4350,1581,172,596,1059,125,132,0.98,"San Diego Padres","Qualcomm Stadium",2089333,1329952.57142857
"658",658,"SDN",1998,"NL",1,162,81,98,64,749,5490,1390,292,30,167,604,1072,79,37,NA,NA,635,587,3.63,14,11,59,4363,1384,139,501,1217,104,155,0.98,"San Diego Padres","Qualcomm Stadium",2555874,1596086.20689655
"659",659,"SDN",1999,"NL",4,162,81,74,88,710,5394,1360,256,22,153,631,1169,174,67,NA,NA,781,705,4.47,5,6,43,4260,1454,193,529,1078,129,151,0.97,"San Diego Padres","Qualcomm Stadium",2523538,1350048.80645161
"660",660,"SDN",2000,"NL",5,162,81,76,86,752,5560,1413,279,37,157,602,1177,131,53,46,43,815,733,4.52,5,5,46,4378,1443,191,649,1071,141,155,0.977,"San Diego Padres","Qualcomm Stadium",2352443,1702833.32142857
"661",661,"SDN",2001,"NL",4,162,81,79,83,789,5482,1379,273,26,161,678,1273,129,44,41,48,812,724,4.52,5,6,46,4322,1519,219,476,1088,145,127,0.976,"San Diego Padres","Qualcomm Stadium",2378128,1399386.89285714
"662",662,"SDN",2002,"NL",5,162,81,66,96,662,5515,1393,243,29,136,547,1062,71,44,30,41,815,737,4.62,5,10,40,4309,1522,177,582,1108,128,162,0.979,"San Diego Padres","Qualcomm Stadium",2220601,1471071.42857143
"663",663,"SDN",2003,"NL",5,162,81,64,98,678,5531,1442,257,32,128,565,1073,76,39,57,42,831,774,4.87,2,10,31,4294,1458,208,611,1091,102,141,0.983,"San Diego Padres","Qualcomm Stadium",2030084,1507000
"664",664,"SDN",2004,"NL",3,162,81,87,75,768,5573,1521,304,32,139,566,910,52,25,56,66,705,645,4.03,3,8,44,4323,1460,184,422,1079,108,146,0.982,"San Diego Padres","Petco Park",3016752,2130185.88461538
"665",665,"SDN",2005,"NL",1,162,81,82,80,684,5502,1416,269,39,130,600,977,99,44,49,48,726,668,4.13,4,8,45,4366,1452,146,503,1133,109,136,0.982,"San Diego Padres","Petco Park",2869787,2408608.96153846
"666",666,"SDN",2006,"NL",1,162,81,88,74,731,5576,1465,298,38,161,564,1104,123,31,40,47,679,629,3.87,4,11,50,4391,1385,176,468,1097,92,138,0.985,"San Diego Padres","Petco Park",2659757,2496290.75
"667",667,"SDN",2007,"NL",3,163,81,89,74,741,5612,1408,322,31,171,557,1229,55,24,49,44,666,611,3.7,1,20,45,4454,1406,119,474,1136,92,147,0.985,"San Diego Padres","Petco Park",2790074,2309062.68
"668",668,"SDN",2008,"NL",5,162,81,63,99,637,5568,1390,264,27,154,518,1259,36,17,53,46,764,714,4.41,3,6,30,4375,1466,165,561,1100,85,149,0.986,"San Diego Padres","Petco Park",2427535,2492635.03448276
"669",669,"SDN",2009,"NL",4,162,81,75,87,638,5425,1315,265,31,141,586,1182,82,29,57,36,769,704,4.37,2,9,45,4352,1422,167,603,1187,94,146,0.984,"San Diego Padres","Petco Park",1919603,1650146.15384615
"670",670,"SDN",2010,"NL",2,162,81,90,72,665,5434,1338,236,24,132,538,1183,124,50,50,46,581,549,3.39,2,20,49,4369,1305,139,517,1295,72,141,0.988,"San Diego Padres","Petco Park",2131774,1495460
"671",671,"SDN",2011,"NL",5,162,81,71,91,593,5417,1284,247,42,91,501,1320,170,44,48,47,611,551,3.42,0,10,44,4348,1324,125,521,1139,94,139,0.985,"San Diego Padres","Petco Park",2143018,1553111.72413793
"672",672,"SDN",2012,"NL",4,162,81,76,86,651,5422,1339,272,43,121,539,1238,155,46,54,34,710,640,4.01,4,11,43,4304,1356,162,539,1205,121,97,0.98,"San Diego Padres","Petco Park",2123721,1973025
"673",673,"SDN",2013,"NL",3,162,81,76,86,618,5517,1349,246,26,146,467,1309,118,34,52,34,700,643,3.98,3,6,40,4365,1407,156,525,1171,83,140,0.986,"San Diego Padres","Petco Park",2166691,2342339.28571429
"674",674,"SDN",2014,"NL",3,162,81,77,85,535,5294,1199,224,30,109,468,1294,91,34,41,45,577,523,3.27,4,10,41,4316,1300,117,462,1284,101,124,0.983,"San Diego Padres","Petco Park",2195373,2755951.85185185
"675",675,"SDN",2015,"NL",4,162,81,74,88,650,5457,1324,260,36,148,426,1327,82,29,40,42,731,655,4.09,1,6,41,4321,1371,171,516,1393,92,138,0.985,"San Diego Padres","Petco Park",2459742,4555434.61538462
