year,sex,educ,attend,reltrad,income,race,partyid,abany,abnomore,abrape,abdefect,homosex,owngun,gunlaw
2016,2,13,3,3,9,2,2,NA,NA,NA,NA,NA,NA,NA
2016,2,12,3,4,8,1,7,1,1,1,1,4,2,1
2016,1,16,0,7,12,1,4,1,2,1,1,4,3,1
2016,1,10,NA,6,NA,2,2,2,2,NA,2,1,3,2
2016,2,11,3,3,12,2,0,2,1,2,1,NA,2,1
2016,2,14,0,4,12,3,5,NA,NA,NA,NA,NA,NA,NA
2016,1,11,6,1,12,1,6,2,2,NA,2,1,1,1
2016,1,10,4,3,9,2,5,NA,NA,NA,NA,NA,NA,NA
2016,1,16,0,7,12,1,4,2,2,1,1,4,1,2
2016,1,12,2,4,12,2,0,NA,NA,NA,NA,NA,NA,NA
2016,2,15,7,4,NA,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,17,8,1,12,1,6,2,2,2,2,1,1,2
2016,1,12,3,4,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,12,6,1,10,1,4,2,2,2,2,1,1,2
2016,1,14,7,1,12,2,0,NA,NA,NA,NA,NA,NA,NA
2016,2,12,5,4,2,2,4,2,2,2,1,1,2,1
2016,2,12,7,4,8,2,6,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,7,1,2,2,NA,NA,NA,NA,NA,NA,NA
2016,1,12,7,4,10,2,0,2,2,1,2,1,2,1
2016,1,12,0,3,4,2,0,NA,NA,NA,NA,NA,NA,NA
2016,2,12,7,1,2,1,2,NA,NA,NA,NA,NA,NA,NA
2016,1,15,0,4,4,2,6,2,1,1,1,1,2,1
2016,2,9,5,4,10,3,0,2,2,1,1,3,2,1
2016,2,7,2,4,9,2,0,NA,NA,NA,NA,NA,NA,NA
2016,2,7,5,4,10,2,1,2,2,1,2,1,2,1
2016,2,12,2,4,1,2,1,NA,NA,NA,NA,NA,NA,NA
2016,2,10,7,4,5,2,0,1,1,1,1,1,2,1
2016,1,12,6,4,12,2,0,2,2,2,2,1,1,1
2016,2,16,8,1,12,2,1,NA,NA,NA,NA,NA,NA,NA
2016,2,14,4,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,12,7,1,11,1,3,2,2,NA,2,1,2,2
2016,1,16,7,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,12,5,1,10,1,2,1,2,1,2,4,2,1
2016,1,11,2,1,12,1,2,2,2,1,1,1,2,2
2016,1,10,0,1,9,1,0,1,1,1,1,1,1,1
2016,1,13,5,1,12,1,7,NA,NA,NA,NA,NA,NA,NA
2016,2,14,2,2,12,1,3,2,2,NA,1,4,1,1
2016,2,14,7,2,12,1,1,2,2,1,1,2,1,NA
2016,2,8,2,NA,12,1,NA,2,2,NA,2,1,2,NA
2016,1,12,3,1,10,1,6,2,2,1,1,4,2,2
2016,2,12,7,1,12,1,5,2,2,2,1,1,1,1
2016,2,13,7,1,2,1,6,NA,NA,NA,NA,NA,NA,NA
2016,1,12,7,1,12,1,5,2,2,2,2,1,1,2
2016,1,10,8,1,12,3,5,1,1,1,1,1,1,2
2016,2,11,2,1,10,3,1,NA,NA,NA,NA,NA,NA,NA
2016,2,12,2,1,12,1,5,2,1,1,2,1,1,1
2016,1,11,3,1,12,1,7,NA,NA,NA,NA,NA,NA,NA
2016,1,20,3,NA,12,1,4,2,2,1,1,4,1,2
2016,2,14,7,1,NA,1,3,2,2,NA,1,1,1,1
2016,2,16,5,3,12,2,2,1,1,1,1,4,1,1
2016,1,11,4,1,10,2,0,NA,NA,NA,NA,NA,NA,NA
2016,1,12,3,NA,10,1,5,2,2,2,1,1,2,1
2016,1,16,4,4,12,1,5,1,1,1,1,2,2,1
2016,2,10,5,3,5,2,1,2,2,1,2,1,2,1
2016,1,11,5,4,9,3,0,NA,NA,NA,NA,NA,NA,NA
2016,2,10,4,4,12,1,1,1,1,1,1,4,1,1
2016,2,11,4,4,12,2,3,2,2,2,2,4,2,1
2016,1,6,6,4,8,3,0,2,2,1,1,1,2,2
2016,2,14,8,4,11,1,3,1,1,1,1,1,1,1
2016,1,10,8,6,NA,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,4,12,3,7,2,2,1,1,1,2,2
2016,1,12,0,7,12,1,3,1,2,2,2,1,2,1
2016,2,12,7,4,12,1,2,2,2,2,1,4,2,1
2016,2,13,2,NA,9,2,3,2,2,2,1,4,2,2
2016,1,12,7,4,12,1,0,2,2,NA,2,2,2,2
2016,2,10,3,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,12,4,1,12,1,6,2,2,1,1,1,2,1
2016,2,10,5,1,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,17,4,4,12,1,1,1,1,1,1,4,2,1
2016,2,14,0,7,12,1,3,2,2,1,1,4,1,1
2016,2,9,3,2,NA,1,3,1,1,1,1,4,2,1
2016,1,15,0,7,12,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2,6,7,1,12,1,1,2,2,2,2,NA,2,1
2016,1,12,0,1,12,1,2,1,1,1,1,4,2,2
2016,2,14,8,1,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,14,4,4,12,1,1,1,1,1,1,4,1,1
2016,2,11,7,3,11,2,2,2,2,1,1,1,2,1
2016,1,16,7,3,12,2,0,2,1,1,1,1,1,1
2016,1,6,8,7,12,1,3,2,2,2,2,1,2,2
2016,1,14,5,1,12,1,0,NA,NA,NA,NA,NA,NA,NA
2016,1,16,2,NA,2,3,4,2,1,1,1,2,3,1
2016,1,16,3,2,12,1,5,1,1,1,1,3,1,2
2016,1,20,6,2,12,1,0,1,1,1,1,4,1,2
2016,1,11,3,1,NA,1,4,2,2,1,1,1,1,1
2016,2,15,0,6,9,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,14,7,1,12,1,5,2,2,2,2,1,2,1
2016,1,16,3,4,12,1,3,2,1,1,1,4,1,2
2016,2,14,7,1,12,3,4,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,1,12,1,4,2,2,1,2,1,1,1
2016,2,14,6,6,12,1,1,NA,NA,NA,NA,NA,NA,NA
2016,1,12,4,6,12,1,1,1,1,1,1,NA,1,1
2016,1,16,1,7,12,1,2,1,1,1,1,4,1,1
2016,2,14,0,7,12,2,4,2,2,1,1,4,2,1
2016,2,16,4,NA,1,2,3,2,2,2,1,4,2,1
2016,2,19,4,1,12,1,1,1,2,1,1,1,2,1
2016,2,12,3,1,6,1,6,NA,NA,NA,NA,NA,NA,NA
2016,1,16,0,5,10,1,6,2,1,2,1,1,2,2
2016,2,8,8,6,9,2,1,2,1,1,1,1,2,1
2016,1,12,0,4,6,1,5,2,2,2,1,2,2,2
2016,2,13,0,2,7,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,15,2,2,12,3,1,NA,NA,NA,NA,NA,NA,NA
2016,1,16,8,4,12,2,0,1,1,1,1,4,2,1
2016,2,9,8,1,4,3,4,2,2,2,2,1,2,2
2016,2,12,5,4,12,1,2,2,1,2,1,3,2,2
2016,2,17,0,7,12,1,1,NA,NA,NA,NA,NA,NA,NA
2016,1,16,2,7,12,1,4,2,2,2,1,2,2,2
2016,1,11,2,NA,12,1,6,NA,NA,1,1,4,2,1
2016,1,10,0,6,NA,3,3,1,1,1,1,4,2,2
2016,1,18,0,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,2,20,2,6,12,1,3,1,1,1,1,4,2,1
2016,2,16,0,7,9,1,3,1,1,1,1,4,1,1
2016,1,14,0,7,11,2,3,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,6,9,1,1,1,1,1,1,4,2,2
2016,1,12,3,4,12,1,5,2,1,1,1,1,1,1
2016,2,11,0,NA,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,2,20,0,7,11,1,0,1,1,1,1,4,2,1
2016,1,18,3,NA,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,18,2,NA,12,1,4,2,2,NA,NA,1,3,2
2016,2,14,3,4,12,1,6,NA,NA,NA,NA,NA,NA,NA
2016,1,18,6,2,NA,1,2,1,1,1,1,4,1,1
2016,2,16,0,1,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,16,6,1,12,3,6,2,2,2,2,1,1,2
2016,2,19,7,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,16,6,2,12,1,5,2,2,1,1,1,1,2
2016,2,12,6,1,12,1,5,2,2,2,2,1,2,1
2016,1,11,5,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,16,2,NA,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,2,16,2,7,12,1,5,2,2,1,1,4,2,1
2016,2,18,5,4,12,1,6,2,2,2,2,4,2,1
2016,2,18,0,7,12,1,4,1,1,1,1,4,2,1
2016,1,16,3,2,NA,1,7,NA,NA,NA,NA,NA,NA,NA
2016,2,13,1,4,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,16,0,7,12,1,1,1,1,1,1,4,2,1
2016,1,9,0,7,9,1,2,2,2,1,1,1,2,1
2016,1,16,0,7,7,1,0,2,1,1,1,3,2,1
2016,1,6,8,1,12,3,5,NA,NA,NA,NA,NA,NA,NA
2016,2,18,1,7,12,1,1,1,1,1,1,4,2,1
2016,2,13,4,1,12,1,5,2,2,2,2,1,2,1
2016,2,12,7,1,9,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,7,12,1,4,1,1,1,1,4,2,2
2016,2,12,3,3,8,2,1,NA,NA,NA,NA,NA,NA,NA
2016,2,13,8,1,12,1,6,2,2,2,2,1,2,2
2016,2,10,0,4,NA,2,5,NA,NA,NA,NA,NA,NA,NA
2016,2,13,0,7,12,1,2,1,2,1,2,4,2,1
2016,1,14,3,4,12,2,0,1,1,1,1,4,1,1
2016,2,12,0,NA,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,14,4,3,9,2,0,NA,NA,NA,NA,NA,NA,NA
2016,2,12,2,1,NA,1,3,1,1,1,1,4,1,1
2016,2,20,8,2,11,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2,4,7,4,12,1,NA,NA,2,NA,NA,1,2,NA
2016,1,15,3,4,10,3,6,1,1,1,1,1,2,1
2016,2,12,2,6,12,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2,12,8,3,12,1,6,2,2,2,2,1,2,1
2016,1,1,6,4,12,1,1,2,2,NA,1,4,2,1
2016,2,6,4,4,12,1,3,1,2,1,1,1,2,1
2016,1,11,3,NA,NA,3,4,2,2,2,2,1,3,1
2016,1,12,4,4,12,3,0,NA,NA,NA,NA,NA,NA,NA
2016,1,12,2,7,12,1,3,1,2,1,1,2,1,1
2016,1,12,5,1,NA,1,4,2,2,1,1,4,2,1
2016,2,16,7,6,12,1,5,2,2,2,2,4,1,1
2016,2,14,7,7,NA,3,0,1,1,1,1,4,2,1
2016,2,14,2,2,12,1,1,NA,NA,NA,NA,NA,NA,NA
2016,1,9,3,7,12,3,2,2,NA,1,NA,1,2,1
2016,1,11,0,6,11,3,4,2,2,1,2,4,2,1
2016,2,13,5,7,9,1,1,NA,NA,NA,NA,NA,NA,NA
2016,1,12,4,4,10,3,3,2,2,1,1,4,2,1
2016,1,11,0,4,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,16,0,7,10,1,1,2,1,1,1,4,2,2
2016,1,12,3,NA,3,1,1,1,1,1,1,4,2,1
2016,1,12,0,7,9,2,5,NA,NA,NA,NA,NA,NA,NA
2016,1,6,8,1,1,1,3,2,2,2,2,1,2,1
2016,2,15,7,NA,11,2,3,2,2,2,1,1,2,2
2016,1,16,8,4,12,3,1,2,1,1,1,4,2,1
2016,2,6,5,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA
2016,2,13,2,NA,12,1,1,2,2,1,1,4,2,1
2016,2,11,0,7,9,1,3,1,1,1,1,1,2,1
2016,1,15,0,7,9,1,7,1,1,1,1,4,2,1
2016,2,14,5,3,11,2,0,NA,NA,NA,NA,NA,NA,NA
2016,1,8,4,4,11,3,1,2,2,2,2,3,2,1
2016,2,15,8,1,9,1,0,NA,NA,NA,NA,NA,NA,NA
2016,2,20,0,6,12,3,2,2,1,1,1,1,2,2
2016,2,12,2,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA
2016,1,16,2,4,12,1,7,NA,NA,NA,NA,NA,NA,NA
2016,2,16,5,4,12,1,NA,1,1,1,1,4,2,2
2016,1,13,3,1,12,1,6,1,1,1,1,1,3,2
2016,2,12,3,4,12,3,3,2,2,1,NA,4,2,1
2016,1,12,4,2,9,1,6,2,2,2,1,1,2,2
2016,2,20,0,7,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,12,1,NA,12,1,4,1,1,1,1,4,1,2
2016,2,14,2,5,12,1,1,1,1,1,1,4,1,1
2016,2,17,2,7,12,1,0,2,2,1,2,4,1,1
2016,1,12,2,4,10,1,2,1,1,1,2,4,1,2
2016,1,12,0,7,8,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,17,3,4,NA,1,2,NA,NA,1,NA,NA,1,2
2016,1,12,6,1,12,1,5,2,2,2,2,1,2,2
2016,2,20,4,6,12,1,7,1,1,1,1,4,2,1
2016,2,13,0,7,3,1,0,NA,NA,NA,NA,NA,NA,NA
2016,2,18,0,7,12,1,1,1,1,1,1,4,2,1
2016,2,16,1,7,12,1,0,1,1,1,1,4,2,1
2016,2,20,3,4,12,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,11,0,4,NA,3,0,1,1,1,1,4,2,2
2016,2,14,1,7,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,16,3,2,12,1,7,1,1,1,1,4,1,2
2016,2,10,0,7,10,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,14,0,NA,NA,1,4,1,2,1,1,4,1,2
2016,2,17,1,7,12,1,0,NA,NA,NA,NA,NA,NA,NA
2016,2,16,5,4,7,1,5,1,1,1,1,4,2,2
2016,2,19,0,1,12,1,7,1,1,1,1,4,1,2
2016,1,15,0,7,12,1,5,1,1,1,1,3,3,2
2016,2,16,0,7,12,1,1,1,1,1,1,4,1,2
2016,2,16,0,7,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,17,2,7,12,1,0,1,1,1,1,4,2,1
2016,1,15,4,4,NA,3,1,1,1,1,2,4,2,1
2016,2,15,3,6,5,3,1,1,1,1,1,4,2,1
2016,2,18,1,6,12,1,0,1,1,1,1,4,1,1
2016,2,15,0,7,9,1,2,NA,NA,NA,NA,NA,NA,NA
2016,1,15,0,7,NA,1,2,1,1,1,1,4,2,2
2016,2,17,0,NA,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,13,7,1,12,1,6,2,2,2,2,1,2,2
2016,1,9,1,6,9,1,7,1,1,1,1,3,1,1
2016,1,12,0,7,12,1,7,NA,NA,NA,NA,NA,NA,NA
2016,1,15,3,2,9,1,NA,2,1,1,1,3,2,1
2016,1,13,8,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,13,0,6,12,1,7,1,NA,1,NA,4,1,1
2016,1,14,0,7,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,10,0,7,10,1,5,2,2,1,1,4,2,1
2016,2,14,7,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,12,3,NA,NA,1,3,1,1,1,1,1,1,2
2016,2,14,0,7,9,1,2,NA,NA,NA,NA,NA,NA,NA
2016,2,12,0,7,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,2,14,3,NA,12,1,4,2,2,2,2,3,1,2
2016,2,19,3,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,13,0,7,12,1,0,1,1,1,1,4,1,1
2016,1,11,2,NA,9,1,1,2,1,1,1,NA,2,2
2016,1,12,0,7,9,1,4,NA,NA,NA,NA,NA,NA,NA
2016,2,20,1,7,12,1,4,1,1,1,1,4,1,1
2016,2,15,2,7,11,1,1,1,1,1,1,4,2,1
2016,1,16,2,4,12,1,7,1,1,1,1,4,2,1
2016,2,12,0,2,NA,1,1,2,1,1,1,4,2,1
2016,2,7,8,4,12,3,2,2,2,2,2,1,2,1
2016,1,16,3,NA,12,1,7,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,7,12,1,2,2,1,1,1,4,2,2
2016,1,14,0,7,8,1,1,NA,NA,NA,NA,NA,NA,NA
2016,1,14,6,1,11,2,1,2,2,2,2,1,2,1
2016,1,14,0,NA,11,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2,16,0,7,12,1,1,1,1,1,1,4,1,1
2016,1,20,1,6,NA,1,0,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,7,12,1,3,1,1,1,1,4,1,2
2016,2,3,1,NA,11,1,5,2,2,1,1,1,2,2
2016,1,15,2,2,12,1,1,2,1,1,1,4,3,2
2016,2,12,5,1,12,1,7,NA,NA,NA,NA,NA,NA,NA
2016,1,14,3,4,12,3,0,1,1,1,1,4,1,NA
2016,1,14,1,2,12,1,4,1,1,1,1,2,1,NA
2016,1,12,2,1,9,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,12,0,NA,NA,1,6,2,2,1,1,NA,1,2
2016,2,12,2,NA,11,1,3,1,1,1,1,4,1,2
2016,1,10,0,4,12,1,0,NA,NA,NA,NA,NA,NA,NA
2016,2,14,0,NA,11,1,3,2,2,1,1,4,1,1
2016,1,19,2,6,12,1,2,1,1,1,1,4,2,1
2016,1,14,5,1,12,1,4,2,2,1,1,1,1,2
2016,1,10,0,1,9,1,4,2,2,1,1,1,1,1
2016,2,20,0,6,12,1,1,1,1,1,1,4,2,1
2016,2,13,2,1,3,1,1,2,2,2,2,1,2,1
2016,1,12,2,NA,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,13,5,1,12,1,6,2,2,2,2,1,2,1
2016,2,6,5,4,12,1,2,2,2,2,2,1,2,2
2016,2,13,4,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA
2016,1,12,8,1,12,1,4,2,2,2,2,1,1,2
2016,2,14,5,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,15,3,4,NA,1,1,2,2,NA,1,4,2,1
2016,2,20,2,NA,12,2,0,1,1,1,1,4,2,1
2016,1,9,0,7,12,3,1,NA,NA,NA,NA,NA,NA,NA
2016,2,10,3,NA,11,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2,12,7,1,9,1,5,2,2,2,2,1,2,2
2016,2,12,7,1,5,1,3,2,2,1,1,1,2,2
2016,1,11,0,7,10,1,2,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,4,12,1,2,1,2,1,2,1,2,2
2016,2,13,0,7,1,1,3,1,1,1,1,4,2,1
2016,2,11,7,1,11,1,2,2,2,1,1,1,2,1
2016,2,12,0,1,11,1,2,1,1,1,1,3,2,2
2016,2,13,2,4,12,1,0,NA,NA,NA,NA,NA,NA,NA
2016,2,14,0,7,12,1,1,1,1,1,1,4,2,1
2016,1,14,7,1,12,1,6,2,2,1,1,4,1,2
2016,1,14,1,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,8,1,1,12,1,4,2,2,2,2,4,2,1
2016,1,14,2,7,12,1,4,2,2,1,1,4,2,2
2016,1,12,1,7,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,17,0,7,12,1,4,1,1,1,1,4,1,2
2016,2,14,0,4,12,1,1,2,2,1,1,3,2,1
2016,2,12,0,NA,12,1,3,1,1,1,1,4,1,1
2016,2,12,0,7,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,14,7,4,12,1,4,2,2,2,2,1,1,1
2016,2,14,5,1,12,1,1,1,1,1,1,4,2,1
2016,2,14,8,1,12,1,5,2,2,2,2,1,2,2
2016,2,13,3,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,13,1,3,12,2,3,1,1,1,1,4,2,1
2016,1,13,3,1,12,1,5,1,1,1,1,3,2,1
2016,2,10,4,1,12,1,5,2,2,1,NA,1,1,1
2016,2,12,8,6,11,1,2,NA,NA,NA,NA,NA,NA,NA
2016,2,14,3,NA,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,17,0,4,12,1,3,2,1,1,1,4,1,1
2016,1,2,7,4,12,3,4,2,2,2,2,1,3,2
2016,2,12,1,NA,12,1,1,2,2,1,1,4,2,1
2016,2,15,2,2,12,1,6,1,1,1,1,3,2,1
2016,2,12,3,NA,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,8,0,4,12,1,6,1,1,1,1,1,2,2
2016,2,13,6,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,14,1,NA,12,1,2,1,1,1,1,4,1,1
2016,2,17,5,1,12,1,6,2,2,1,2,1,1,2
2016,1,12,7,2,11,1,5,1,2,1,1,1,1,2
2016,1,12,2,7,12,1,5,2,2,1,1,4,1,2
2016,2,17,8,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA
2016,2,11,7,2,12,1,1,2,1,1,1,1,2,1
2016,1,15,3,NA,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,15,0,7,NA,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,10,0,6,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,2,14,8,1,12,1,5,2,1,1,1,1,1,2
2016,1,11,8,1,10,3,2,NA,NA,NA,NA,NA,NA,NA
2016,2,11,8,1,9,1,6,2,2,2,2,1,1,1
2016,1,15,0,7,1,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,12,4,1,NA,1,6,1,2,1,1,1,1,2
2016,2,12,2,1,12,1,1,2,2,2,1,2,1,2
2016,2,20,3,2,12,1,1,1,1,1,1,4,1,1
2016,2,16,1,1,12,1,6,1,1,1,1,2,1,2
2016,1,16,7,4,12,1,5,2,2,1,1,NA,1,2
2016,2,12,2,7,12,1,2,NA,NA,NA,NA,NA,NA,NA
2016,1,14,4,2,12,1,6,2,2,1,1,1,1,2
2016,1,15,4,3,12,2,1,2,1,2,1,3,1,2
2016,1,6,7,4,12,3,5,1,1,1,1,4,2,1
2016,2,14,NA,4,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,16,5,4,12,1,6,NA,NA,NA,NA,NA,NA,NA
2016,1,14,2,2,12,1,3,1,2,1,1,3,1,2
2016,1,14,2,1,12,1,5,1,1,1,1,4,1,2
2016,2,12,8,1,NA,1,4,2,2,1,2,1,3,2
2016,1,15,5,1,NA,1,4,1,1,1,1,4,3,1
2016,2,12,0,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,16,7,1,12,1,0,NA,NA,NA,NA,NA,NA,NA
2016,2,15,2,4,12,1,3,2,2,1,1,4,1,1
2016,1,14,3,NA,12,3,3,1,1,1,1,4,1,2
2016,2,18,8,3,12,2,0,1,1,1,1,1,1,1
2016,1,18,2,1,12,1,7,NA,NA,NA,NA,NA,NA,NA
2016,2,15,2,1,12,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2,13,3,4,11,1,4,2,2,1,1,3,2,2
2016,2,10,7,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,12,2,1,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,13,7,1,10,1,4,1,1,1,1,2,2,1
2016,1,13,7,4,12,2,6,2,2,2,2,4,1,2
2016,2,18,3,6,12,3,1,1,1,1,1,4,2,1
2016,2,14,7,1,11,1,7,NA,NA,NA,NA,NA,NA,NA
2016,1,7,0,1,10,1,6,2,2,2,2,1,2,1
2016,2,4,7,1,12,3,0,NA,NA,NA,NA,NA,NA,NA
2016,2,12,7,6,12,2,0,NA,NA,NA,NA,NA,NA,NA
2016,2,10,4,1,2,1,4,1,1,1,1,4,1,2
2016,1,14,3,3,NA,2,3,1,1,1,1,1,1,2
2016,2,9,0,7,6,1,3,2,2,1,2,4,1,2
2016,1,14,4,2,10,1,5,2,1,1,1,1,1,2
2016,2,9,0,7,11,2,1,1,1,1,1,4,2,1
2016,2,14,6,1,12,1,2,2,2,1,1,1,2,2
2016,2,14,3,3,11,2,3,1,1,1,1,4,1,1
2016,2,14,5,3,9,2,1,NA,NA,NA,NA,NA,NA,NA
2016,1,14,0,3,12,2,0,2,2,1,1,4,2,1
2016,1,12,2,4,12,1,1,2,2,1,2,4,2,1
2016,1,12,5,4,12,1,3,2,2,1,NA,1,1,1
2016,2,12,7,3,12,2,1,NA,NA,NA,NA,NA,NA,NA
2016,1,13,0,1,12,1,1,1,1,1,1,1,1,1
2016,2,12,7,1,12,1,3,2,2,1,1,1,2,1
2016,2,16,6,6,10,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,16,7,7,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,17,6,1,12,1,3,2,2,2,2,1,2,1
2016,2,20,7,2,12,1,5,1,1,1,1,4,2,2
2016,2,12,0,2,12,3,0,NA,NA,NA,NA,NA,NA,NA
2016,1,12,1,7,9,1,3,2,2,2,2,1,1,2
2016,2,14,0,2,12,1,5,2,2,1,1,4,2,1
2016,2,13,8,1,9,1,6,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,1,12,1,3,2,2,1,2,1,1,2
2016,1,16,7,1,12,1,6,2,2,1,2,1,1,2
2016,2,12,1,1,NA,1,3,1,2,1,1,4,2,1
2016,1,14,0,1,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,11,2,1,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,17,7,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,1,19,8,2,12,1,0,2,2,2,2,1,1,1
2016,2,20,NA,NA,12,3,1,1,1,1,1,NA,3,2
2016,1,13,4,3,8,2,5,NA,2,1,1,1,1,1
2016,1,16,5,7,12,1,5,2,2,1,1,4,1,1
2016,1,12,0,7,12,1,0,1,1,1,1,NA,1,1
2016,1,12,0,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA
2016,2,12,5,1,NA,1,4,2,1,1,1,1,1,2
2016,2,14,0,7,9,1,7,NA,NA,NA,NA,NA,NA,NA
2016,2,10,4,1,10,1,3,2,2,2,2,1,2,2
2016,2,14,8,1,11,1,5,2,2,1,1,1,1,1
2016,2,16,8,1,12,1,6,NA,NA,1,1,4,2,2
2016,1,12,2,1,12,1,6,2,2,2,1,1,1,2
2016,1,12,3,1,12,1,1,2,2,1,1,1,2,2
2016,1,16,0,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
2016,2,14,3,1,12,1,4,1,2,1,1,4,2,2
2016,2,14,0,7,12,1,4,NA,NA,NA,NA,NA,NA,NA
2016,1,18,0,7,12,1,3,1,1,1,1,2,2,1
2016,2,9,0,NA,NA,1,2,1,2,1,1,1,2,1
2016,2,18,0,7,12,1,0,1,1,1,1,4,2,1
2016,2,20,7,6,12,3,3,2,2,1,1,1,2,2
2016,1,16,4,4,12,3,3,NA,NA,NA,NA,NA,NA,NA
2016,1,17,8,3,12,2,0,2,2,2,1,1,1,1
2016,1,16,7,4,12,1,5,1,1,1,1,1,1,1
2016,2,12,1,7,9,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,12,0,4,11,3,3,1,2,1,1,4,2,2
2016,2,14,0,7,12,1,3,NA,NA,NA,NA,NA,NA,NA
2016,1,14,6,1,12,1,6,2,2,1,1,1,1,2
2016,2,12,2,7,12,1,3,2,2,NA,2,4,2,1
2016,1,14,0,7,12,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,12,0,1,11,1,4,NA,NA,NA,NA,NA,NA,NA
2016,2,16,3,2,NA,1,6,NA,NA,NA,NA,NA,NA,NA
2016,2,12,0,3,12,2,2,NA,NA,NA,NA,NA,NA,NA
2016,2,9,0,7,10,1,7,2,2,2,2,1,2,2
