"","score"
"22942",21.5
"22943",20.5
"22944",20.5
"22945",19.63
"22946",19.63
"22947",21.2
"22948",21.2
"22949",20.5
"22950",20.5
"22951",19.67
"22952",19.67
"22953",18.33
"22954",20.33
"22955",20.33
"22956",19.67
"22957",19.67
"22958",19
"22959",19
"22960",20.2
"22961",20.2
"22962",19.67
"22963",19.67
"22964",19.94
"22965",19.94
"22966",19.33
"22967",19.33
"22968",20.25
"22969",20.25
"22970",19.94
"22971",19.94
"22972",19
"22973",19
"22974",20.7
"22975",20.7
"22976",19.94
"22977",19.94
"22978",19.39
"22979",18.17
"22980",20
"22981",19.39
"22982",18.75
"22983",19.9
"22984",19.39
"22985",17.33
"22986",17.33
"22987",16.5
"22988",16.5
"22989",17.75
"22990",17.75
"22991",17.33
"22992",17.33
"22993",17
"22994",17
"22995",17.6
"22996",17.6
"22997",17.33
"22998",17.33
"22999",20.5
"23000",20.5
"23001",18.5
"23002",18.5
"23003",21.5
"23004",21.5
"23005",20.5
"23006",20.5
"23007",19.63
"23008",19.63
"23009",21.2
"23010",21.2
"23011",20.5
"23012",20.5
"23013",19.67
"23014",19.67
"23015",18.33
"23016",20.33
"23017",20.33
"23018",19.67
"23019",19.67
"23020",19
"23021",19
"23022",20.2
"23023",20.2
"23024",19.67
"23025",19.67
"23026",19.94
"23027",19.94
"23028",19.33
"23029",19.33
"23030",20.25
"23031",20.25
"23032",19.94
"23033",19.94
"23034",19
"23035",19
"23036",20.7
"23037",20.7
"23038",19.94
"23039",19.94
"23040",20.86
"23041",20.86
"23042",20.86
"23043",20.86
"23044",20.86
"23045",23.07
"23046",23.07
"23047",22.43
"23048",23.63
"23049",23.07
"23050",22.56
"23051",23.83
"23052",23.07
"23053",23.07
"23054",22.47
"23055",22.47
"23056",22.47
"23057",22.47
"23058",22.14
"23059",22.14
"23060",22.75
"23061",22.75
"23062",22.47
"23063",22.47
"23064",22.78
"23065",22.78
"23066",22
"23067",22
"23068",22.47
"23069",22.47
"23070",22.47
"23071",22.47
"23072",22.33
"23073",22.33
"23074",22.33
"23075",22.33
"23076",22.14
"23077",22.14
"23078",22.5
"23079",22.5
"23080",22.33
"23081",22.33
"23082",21.11
"23083",21.11
"23084",24.17
"23085",24.17
"23086",22.33
"23087",22.33
"23088",22.33
"23089",22.33
"23090",23.4
"23091",23.4
"23092",23.4
"23093",23.4
"23094",21.57
"23095",21.57
"23096",25
"23097",25
"23098",23.4
"23099",23.4
"23100",22.67
"23101",22.67
"23102",24.5
"23103",24.5
"23104",23.4
"23105",23.4
"23106",23.4
"23107",23.4
"23108",23.27
"23109",23.27
"23110",23.27
"23111",23.27
"23112",23.57
"23113",23.57
"23114",23
"23115",23
"23116",23.27
"23117",23.27
"23118",22.33
"23119",22.33
"23120",24.67
"23121",24.67
"23122",23.27
"23123",23.27
"23124",23.27
"23125",23.27
"23126",5.57
"23127",5.57
"23128",5.57
"23129",5.57
"23130",5.57
"23131",20.86
"23132",20.86
"23133",20.86
"23134",20.86
"23135",20.86
"23136",23.07
"23137",23.07
"23138",22.43
"23139",23.63
"23140",23.07
"23141",22.56
"23142",23.83
"23143",23.07
"23144",23.07
"23145",22.47
"23146",22.47
"23147",22.47
"23148",22.47
"23149",22.14
"23150",22.14
"23151",22.75
"23152",22.75
"23153",22.47
"23154",22.47
"23155",22.78
"23156",22.78
"23157",22
"23158",22
"23159",22.47
"23160",22.47
"23161",22.47
"23162",22.47
"23163",22.33
"23164",22.33
"23165",22.33
"23166",22.33
"23167",22.14
"23168",22.14
"23169",22.5
"23170",22.5
"23171",22.33
"23172",22.33
"23173",21.11
"23174",21.11
"23175",24.17
"23176",24.17
"23177",22.33
"23178",22.33
"23179",22.33
"23180",22.33
"23181",23.4
"23182",23.4
"23183",23.4
"23184",23.4
"23185",21.57
"23186",21.57
"23187",25
"23188",25
"23189",23.4
"23190",23.4
"23191",22.67
"23192",22.67
"23193",24.5
"23194",24.5
"23195",23.4
"23196",23.4
"23197",23.4
"23198",23.4
"23199",23.27
"23200",23.27
"23201",23.27
"23202",23.27
"23203",23.57
"23204",23.57
"23205",23
"23206",23
"23207",23.27
"23208",23.27
"23209",22.33
"23210",22.33
"23211",24.67
"23212",24.67
"23213",23.27
"23214",23.27
"23215",23.27
"23216",23.27
"23217",5.57
"23218",5.57
"23219",5.57
"23220",5.57
"23221",5.57
"23222",22.62
"23223",22.62
"23224",22.62
"23225",23.43
"23226",23.43
"23227",22.13
"23228",25.88
"23229",23.43
"23230",22.3
"23231",22.3
"23232",22.3
"23233",22.3
"23234",21.47
"23235",21.47
"23236",23.88
"23237",23.88
"23238",22.3
"23239",22.3
"23240",23.3
"23241",23.3
"23242",23.3
"23243",23.3
"23244",22.13
"23245",22.13
"23246",25.5
"23247",25.5
"23248",23.3
"23249",23.3
"23250",24.04
"23251",24.04
"23252",24.04
"23253",24.04
"23254",21.93
"23255",21.93
"23256",28
"23257",28
"23258",24.04
"23259",24.04
"23260",23.43
"23261",23.43
"23262",23.43
"23263",23.43
"23264",22.33
"23265",22.33
"23266",25.5
"23267",25.5
"23268",23.43
"23269",23.43
"23270",7.15
"23271",7.15
"23272",7.15
"23273",22.62
"23274",22.62
"23275",22.62
"23276",23.43
"23277",23.43
"23278",22.13
"23279",25.88
"23280",23.43
"23281",22.3
"23282",22.3
"23283",22.3
"23284",22.3
"23285",21.47
"23286",21.47
"23287",23.88
"23288",23.88
"23289",22.3
"23290",22.3
"23291",23.3
"23292",23.3
"23293",23.3
"23294",23.3
"23295",22.13
"23296",22.13
"23297",25.5
"23298",25.5
"23299",23.3
"23300",23.3
"23301",24.04
"23302",24.04
"23303",24.04
"23304",24.04
"23305",21.93
"23306",21.93
"23307",28
"23308",28
"23309",24.04
"23310",24.04
"23311",23.43
"23312",23.43
"23313",23.43
"23314",23.43
"23315",22.33
"23316",22.33
"23317",25.5
"23318",25.5
"23319",23.43
"23320",23.43
"23321",7.15
"23322",7.15
"23323",7.15
"23324",24.06
"23325",23.13
"23326",24.16
"23327",24.06
"23328",24.35
"23329",23.74
"23330",24.06
"23331",24.2
"23332",23.45
"23333",24.27
"23334",24.2
"23335",24.49
"23336",23.97
"23337",24.2
"23338",24.29
"23339",23.73
"23340",23.73
"23341",22.91
"23342",22.91
"23343",23.8
"23344",23.8
"23345",23.73
"23346",23.73
"23347",24.74
"23348",24.74
"23349",22.92
"23350",22.92
"23351",23.73
"23352",23.73
"23353",23.84
"23354",23.84
"23355",24.09
"23356",24.09
"23357",22.27
"23358",22.27
"23359",24.26
"23360",24.26
"23361",24.09
"23362",24.09
"23363",24.02
"23364",24.02
"23365",24.14
"23366",24.14
"23367",24.09
"23368",24.09
"23369",24.17
"23370",24.17
"23371",23.95
"23372",23.95
"23373",24.45
"23374",24.45
"23375",23.91
"23376",23.91
"23377",23.95
"23378",23.95
"23379",24.65
"23380",24.65
"23381",23.39
"23382",23.39
"23383",23.95
"23384",23.95
"23385",24.03
"23386",24.03
"23387",24.52
"23388",24.52
"23389",23.45
"23390",23.45
"23391",24.62
"23392",24.62
"23393",24.52
"23394",24.52
"23395",24
"23396",24
"23397",24.93
"23398",24.93
"23399",24.52
"23400",24.52
"23401",24.61
"23402",24.61
"23403",7.72
"23404",8
"23405",7.68
"23406",7.72
"23407",7.74
"23408",7.68
"23409",7.72
"23410",24.06
"23411",23.13
"23412",24.16
"23413",24.06
"23414",24.35
"23415",23.74
"23416",24.06
"23417",24.2
"23418",23.45
"23419",24.27
"23420",24.2
"23421",24.49
"23422",23.97
"23423",24.2
"23424",24.29
"23425",23.73
"23426",23.73
"23427",22.91
"23428",22.91
"23429",23.8
"23430",23.8
"23431",23.73
"23432",23.73
"23433",24.74
"23434",24.74
"23435",22.92
"23436",22.92
"23437",23.73
"23438",23.73
"23439",23.84
"23440",23.84
"23441",24.09
"23442",24.09
"23443",22.27
"23444",22.27
"23445",24.26
"23446",24.26
"23447",24.09
"23448",24.09
"23449",24.02
"23450",24.02
"23451",24.14
"23452",24.14
"23453",24.09
"23454",24.09
"23455",24.17
"23456",24.17
"23457",23.95
"23458",23.95
"23459",24.45
"23460",24.45
"23461",23.91
"23462",23.91
"23463",23.95
"23464",23.95
"23465",24.65
"23466",24.65
"23467",23.39
"23468",23.39
"23469",23.95
"23470",23.95
"23471",24.03
"23472",24.03
"23473",24.52
"23474",24.52
"23475",23.45
"23476",23.45
"23477",24.62
"23478",24.62
"23479",24.52
"23480",24.52
"23481",24
"23482",24
"23483",24.93
"23484",24.93
"23485",24.52
"23486",24.52
"23487",24.61
"23488",24.61
"23489",7.72
"23490",8
"23491",7.68
"23492",7.72
"23493",7.74
"23494",7.68
"23495",7.72
"23496",22.22
"23497",22.22
"23498",22.22
"23499",22.22
"23500",21.78
"23501",21.78
"23502",21.78
"23503",21.78
"23504",21.78
"23505",21.78
"23506",21.78
"23507",21.78
"23508",20.78
"23509",20.78
"23510",20.78
"23511",20.78
"23512",20.78
"23513",20.78
"23514",20.78
"23515",20.78
"23516",23.33
"23517",23.33
"23518",23.33
"23519",23.33
"23520",23.33
"23521",23.33
"23522",23.33
"23523",23.33
"23524",22.22
"23525",22.22
"23526",22.22
"23527",22.22
"23528",22.22
"23529",22.22
"23530",22.22
"23531",22.22
"23532",22.22
"23533",22.22
"23534",22.22
"23535",22.22
"23536",21.78
"23537",21.78
"23538",21.78
"23539",21.78
"23540",21.78
"23541",21.78
"23542",21.78
"23543",21.78
"23544",20.78
"23545",20.78
"23546",20.78
"23547",20.78
"23548",20.78
"23549",20.78
"23550",20.78
"23551",20.78
"23552",23.33
"23553",23.33
"23554",23.33
"23555",23.33
"23556",23.33
"23557",23.33
"23558",23.33
"23559",23.33
"23560",22.22
"23561",22.22
"23562",22.22
"23563",22.22
"23564",22.22
"23565",22.22
"23566",22.22
"23567",22.22
"23568",22.18
"23569",25
"23570",22.18
"23571",22.58
"23572",21.38
"23573",22.03
"23574",25
"23575",22.25
"23576",24.14
"23577",21.89
"23578",25.5
"23579",22.25
"23580",22.13
"23581",22.42
"23582",22.15
"23583",25.5
"23584",22.59
"23585",21.73
"23586",21.73
"23587",23.57
"23588",23.57
"23589",21.29
"23590",21.29
"23591",27.5
"23592",21.73
"23593",21.73
"23594",22.16
"23595",22.16
"23596",21.12
"23597",21.12
"23598",21.55
"23599",21.55
"23600",27.5
"23601",22.05
"23602",22.05
"23603",21.02
"23604",21.02
"23605",23.29
"23606",23.29
"23607",20.69
"23608",20.69
"23609",22
"23610",22
"23611",21.02
"23612",21.02
"23613",20.34
"23614",20.34
"23615",22
"23616",22
"23617",20.98
"23618",20.98
"23619",22
"23620",22
"23621",21.33
"23622",21.33
"23623",23.5
"23624",23.5
"23625",26.43
"23626",26.43
"23627",22.87
"23628",22.87
"23629",30.5
"23630",23.5
"23631",23.5
"23632",23.84
"23633",23.84
"23634",23
"23635",23
"23636",23.27
"23637",23.27
"23638",30.5
"23639",23.69
"23640",23.69
"23641",22.16
"23642",22.16
"23643",23
"23644",23
"23645",22.07
"23646",22.07
"23647",21.5
"23648",21.5
"23649",22.16
"23650",22.16
"23651",21.58
"23652",21.58
"23653",23
"23654",23
"23655",22.18
"23656",22.18
"23657",21.5
"23658",21.5
"23659",22.62
"23660",22.62
"23661",7.46
"23662",7
"23663",7.46
"23664",7.42
"23665",7.54
"23666",7.49
"23667",7
"23668",22.96
"23669",22.96
"23670",23.79
"23671",21.8
"23672",22.96
"23673",23.53
"23674",23.53
"23675",24.05
"23676",22.94
"23677",23.53
"23678",22.44
"23679",22.44
"23680",22.44
"23681",22.44
"23682",23.84
"23683",23.84
"23684",20.88
"23685",20.88
"23686",22.44
"23687",22.44
"23688",23.47
"23689",23.47
"23690",23.47
"23691",23.47
"23692",23.53
"23693",23.53
"23694",23.41
"23695",23.41
"23696",23.47
"23697",23.47
"23698",24.42
"23699",24.42
"23700",24.42
"23701",24.42
"23702",25.58
"23703",25.58
"23704",23.12
"23705",23.12
"23706",24.42
"23707",24.42
"23708",23.28
"23709",23.28
"23710",23.28
"23711",23.28
"23712",22.74
"23713",22.74
"23714",23.88
"23715",23.88
"23716",23.28
"23717",23.28
"23718",7.92
"23719",7.92
"23720",8.07
"23721",7.7
"23722",7.92
"23723",20.93
"23724",20.93
"23725",25
"23726",20.93
"23727",20.31
"23728",25
"23729",20.61
"23730",25.5
"23731",20.61
"23732",20.21
"23733",21.44
"23734",20.23
"23735",25.5
"23736",20.82
"23737",20.82
"23738",27.5
"23739",20.82
"23740",20.82
"23741",20.47
"23742",20.47
"23743",21.56
"23744",21.56
"23745",20.31
"23746",20.31
"23747",27.5
"23748",17.86
"23749",17.86
"23750",22
"23751",22
"23752",17.86
"23753",17.86
"23754",17.16
"23755",17.16
"23756",19.33
"23757",19.33
"23758",17.54
"23759",17.54
"23760",22
"23761",22
"23762",22.32
"23763",22.32
"23764",30.5
"23765",22.32
"23766",22.32
"23767",22.11
"23768",22.11
"23769",22.78
"23770",22.78
"23771",21.69
"23772",21.69
"23773",30.5
"23774",20.71
"23775",20.71
"23776",21.5
"23777",21.5
"23778",20.71
"23779",20.71
"23780",20.42
"23781",20.42
"23782",21.33
"23783",21.33
"23784",20.65
"23785",20.65
"23786",21.5
"23787",21.5
"23788",6.73
"23789",6.73
"23790",7
"23791",6.73
"23792",6.69
"23793",7
"23794",21.13
"23795",21.07
"23796",18.7
"23797",22.18
"23798",22.83
"23799",21.08
"23800",21.31
"23801",20.67
"23802",23.64
"23803",21.06
"23804",22.83
"23805",18.1
"23806",16.87
"23807",18.02
"23808",23.5
"23809",22.22
"23810",21.6
"23811",17.05
"23812",21.68
"23813",23.75
"23814",19.34
"23815",22.68
"23816",23.35
"23817",13.38
"23818",21.64
"23819",23.75
"23820",21.46
"23821",21.63
"23822",24.4
"23823",21.55
"23824",23.35
"23825",20.18
"23826",18.17
"23827",17.54
"23828",19.13
"23829",22.3
"23830",24.4
"23831",22.68
"23832",20.41
"23833",20.41
"23834",15.79
"23835",15.79
"23836",20.48
"23837",20.48
"23838",23.06
"23839",23.06
"23840",17.76
"23841",17.76
"23842",21.69
"23843",21.69
"23844",22.47
"23845",22.47
"23846",10.88
"23847",20.46
"23848",20.46
"23849",23.06
"23850",23.06
"23851",20.82
"23852",20.82
"23853",19.67
"23854",19.67
"23855",23.73
"23856",23.73
"23857",20.36
"23858",20.36
"23859",22.47
"23860",22.47
"23861",18.18
"23862",18.18
"23863",15.87
"23864",15.87
"23865",15.97
"23866",15.97
"23867",17.77
"23868",17.77
"23869",21.6
"23870",21.6
"23871",23.73
"23872",23.73
"23873",21.67
"23874",21.67
"23875",22.22
"23876",22.22
"23877",16.84
"23878",16.84
"23879",22.31
"23880",22.31
"23881",24.94
"23882",24.94
"23883",19.91
"23884",19.91
"23885",23.33
"23886",23.33
"23887",24.35
"23888",24.35
"23889",15.25
"23890",22.24
"23891",22.24
"23892",24.94
"23893",24.94
"23894",21.64
"23895",21.64
"23896",22.82
"23897",22.82
"23898",25.53
"23899",25.53
"23900",22.17
"23901",22.17
"23902",24.35
"23903",24.35
"23904",21.73
"23905",21.73
"23906",19.36
"23907",19.36
"23908",18.46
"23909",18.46
"23910",19.66
"23911",19.66
"23912",22
"23913",22
"23914",25.53
"23915",25.53
"23916",23.22
"23917",23.22
"23918",21.53
"23919",21.53
"23920",17.32
"23921",17.32
"23922",21.61
"23923",21.61
"23924",23.25
"23925",23.25
"23926",19.49
"23927",19.49
"23928",22.51
"23929",22.51
"23930",23.06
"23931",23.06
"23932",13.63
"23933",21.58
"23934",21.58
"23935",23.25
"23936",23.25
"23937",21.63
"23938",21.63
"23939",21.27
"23940",21.27
"23941",23.93
"23942",23.93
"23943",21.49
"23944",21.49
"23945",23.06
"23946",23.06
"23947",19.18
"23948",19.18
"23949",17.83
"23950",17.83
"23951",17.11
"23952",17.11
"23953",19.23
"23954",19.23
"23955",23
"23956",23
"23957",23.93
"23958",23.93
"23959",22.65
"23960",22.65
"23961",21.78
"23962",21.78
"23963",18.26
"23964",18.26
"23965",21.85
"23966",21.85
"23967",23.25
"23968",23.25
"23969",19.78
"23970",19.78
"23971",22.76
"23972",22.76
"23973",22.94
"23974",22.94
"23975",14
"23976",21.84
"23977",21.84
"23978",23.25
"23979",23.25
"23980",21.31
"23981",21.31
"23982",22.31
"23983",22.31
"23984",23.87
"23985",23.87
"23986",21.75
"23987",21.75
"23988",22.94
"23989",22.94
"23990",21.18
"23991",21.18
"23992",18.91
"23993",18.91
"23994",17.94
"23995",17.94
"23996",19.37
"23997",19.37
"23998",22.4
"23999",22.4
"24000",23.87
"24001",23.87
"24002",22.78
"24003",22.78
"24004",7.15
"24005",7.16
"24006",6.83
"24007",7.3
"24008",7
"24009",7.15
"24010",7.21
"24011",7.07
"24012",7.09
"24013",7.15
"24014",7
"24015",7.07
"24016",6.53
"24017",6.67
"24018",7.83
"24019",7.28
"24020",20.67
"24021",17.92
"24022",22.81
"24023",20.17
"24024",21.28
"24025",20.67
"24026",17.71
"24027",23
"24028",20.81
"24029",18.67
"24030",22.86
"24031",20.11
"24032",21.73
"24033",20.81
"24034",16.75
"24035",15.36
"24036",18.26
"24037",23.06
"24038",19.59
"24039",19.59
"24040",16.92
"24041",16.92
"24042",22.14
"24043",22.14
"24044",19.47
"24045",19.47
"24046",19.75
"24047",19.75
"24048",19.59
"24049",19.59
"24050",14.42
"24051",14.42
"24052",14
"24053",14
"24054",16.63
"24055",16.63
"24056",22.16
"24057",22.16
"24058",21.31
"24059",21.31
"24060",19.51
"24061",19.51
"24062",23.03
"24063",23.03
"24064",20.22
"24065",20.22
"24066",22.73
"24067",22.73
"24068",21.31
"24069",21.31
"24070",17.67
"24071",17.67
"24072",16.27
"24073",16.27
"24074",19.52
"24075",19.52
"24076",23.18
"24077",23.18
"24078",20.92
"24079",20.92
"24080",18.6
"24081",18.6
"24082",23.14
"24083",23.14
"24084",20.42
"24085",20.42
"24086",21.57
"24087",21.57
"24088",20.92
"24089",20.92
"24090",15.83
"24091",15.83
"24092",14.91
"24093",17.67
"24094",17.67
"24095",23.65
"24096",23.65
"24097",20.97
"24098",20.97
"24099",19.3
"24100",19.3
"24101",22.56
"24102",22.56
"24103",19.92
"24104",19.92
"24105",22.34
"24106",22.34
"24107",20.97
"24108",20.97
"24109",18.33
"24110",18.33
"24111",15.82
"24112",15.82
"24113",18.78
"24114",18.78
"24115",22.84
"24116",22.84
"24117",7.05
"24118",6.75
"24119",7.29
"24120",6.8
"24121",7.36
"24122",7.05
"24123",7.07
"24124",7.09
"24125",21.66
"24126",23.5
"24127",19.55
"24128",22.41
"24129",23.5
"24130",23.5
"24131",21.86
"24132",21.21
"24133",23.5
"24134",21.64
"24135",23.5
"24136",18.87
"24137",18.58
"24138",23.5
"24139",22.64
"24140",21.7
"24141",16
"24142",21.94
"24143",19.5
"24144",19.49
"24145",22.59
"24146",19.5
"24147",21.8
"24148",21.96
"24149",21.37
"24150",20.6
"24151",21.75
"24152",19.5
"24153",19.29
"24154",19.22
"24155",19.27
"24156",22.58
"24157",20.57
"24158",20.57
"24159",15.33
"24160",15.33
"24161",20.77
"24162",20.77
"24163",19.17
"24164",19.17
"24165",17.92
"24166",17.92
"24167",21.6
"24168",21.6
"24169",19.17
"24170",19.17
"24171",20.66
"24172",20.66
"24173",21.18
"24174",21.18
"24175",19.69
"24176",19.69
"24177",20.4
"24178",20.4
"24179",20.6
"24180",20.6
"24181",19.17
"24182",19.17
"24183",17.04
"24184",17.04
"24185",17.78
"24186",17.78
"24187",18.1
"24188",18.1
"24189",21.6
"24190",21.6
"24191",22.45
"24192",22.45
"24193",15.44
"24194",22.72
"24195",22.72
"24196",20.5
"24197",20.5
"24198",19.99
"24199",19.99
"24200",23.43
"24201",23.43
"24202",20.5
"24203",20.5
"24204",22.55
"24205",22.55
"24206",22.31
"24207",22.31
"24208",22.7
"24209",22.7
"24210",21.4
"24211",21.4
"24212",22.49
"24213",22.49
"24214",20.5
"24215",20.5
"24216",20.63
"24217",20.63
"24218",18.89
"24219",18.89
"24220",19.63
"24221",19.63
"24222",23.36
"24223",23.36
"24224",21.57
"24225",21.57
"24226",15.56
"24227",15.56
"24228",21.82
"24229",21.82
"24230",19.17
"24231",19.17
"24232",19.85
"24233",19.85
"24234",22.29
"24235",22.29
"24236",19.17
"24237",19.17
"24238",21.68
"24239",21.68
"24240",22.12
"24241",22.12
"24242",20.83
"24243",20.83
"24244",20.4
"24245",20.4
"24246",21.62
"24247",21.62
"24248",19.17
"24249",19.17
"24250",19.08
"24251",19.08
"24252",20.33
"24253",20.33
"24254",19.78
"24255",19.78
"24256",22.34
"24257",22.34
"24258",21.84
"24259",21.84
"24260",17.33
"24261",17.33
"24262",22.04
"24263",22.04
"24264",19.5
"24265",19.5
"24266",19.79
"24267",19.79
"24268",22.67
"24269",22.67
"24270",19.5
"24271",19.5
"24272",21.94
"24273",21.94
"24274",21.78
"24275",21.78
"24276",21.97
"24277",21.97
"24278",20.6
"24279",20.6
"24280",21.89
"24281",21.89
"24282",19.5
"24283",19.5
"24284",19.67
"24285",19.67
"24286",19.33
"24287",19.33
"24288",19.15
"24289",19.15
"24290",22.69
"24291",22.69
"24292",7.29
"24293",6.5
"24294",7.08
"24295",7.39
"24296",6.5
"24297",6.5
"24298",7.39
"24299",7.15
"24300",6.5
"24301",7.3
"24302",6.5
"24303",6.93
"24304",6.47
"24305",6.5
"24306",7.51
"24307",21.46
"24308",21.21
"24309",24.67
"24310",19.29
"24311",21.75
"24312",24.67
"24313",21.21
"24314",24.67
"24315",21.95
"24316",20.53
"24317",24.67
"24318",21.21
"24319",24.67
"24320",24.67
"24321",21.74
"24322",22.42
"24323",22.31
"24324",20.51
"24325",22.76
"24326",27.14
"24327",22.2
"24328",27.14
"24329",22.1
"24330",22.31
"24331",27.14
"24332",22.2
"24333",27.14
"24334",20.83
"24335",21.43
"24336",27.14
"24337",22.76
"24338",21.11
"24339",21.11
"24340",20.99
"24341",20.99
"24342",18.92
"24343",18.92
"24344",21.51
"24345",21.51
"24346",26.29
"24347",20.87
"24348",20.87
"24349",26.29
"24350",21.73
"24351",21.73
"24352",19.94
"24353",19.94
"24354",26.29
"24355",20.87
"24356",20.87
"24357",26.29
"24358",18.5
"24359",18.5
"24360",19.57
"24361",19.57
"24362",26.29
"24363",21.57
"24364",21.57
"24365",23.49
"24366",23.49
"24367",23.33
"24368",23.33
"24369",21.43
"24370",21.43
"24371",23.81
"24372",23.81
"24373",29.14
"24374",23.22
"24375",23.22
"24376",29.14
"24377",22.87
"24378",22.87
"24379",23.6
"24380",23.6
"24381",29.14
"24382",23.22
"24383",23.22
"24384",29.14
"24385",23.17
"24386",23.17
"24387",23.71
"24388",23.71
"24389",29.14
"24390",23.57
"24391",23.57
"24392",22.1
"24393",22.1
"24394",21.99
"24395",21.99
"24396",20.68
"24397",20.68
"24398",22.3
"24399",22.3
"24400",26.43
"24401",26.43
"24402",21.9
"24403",21.9
"24404",26.43
"24405",26.43
"24406",21.66
"24407",21.66
"24408",22.15
"24409",22.15
"24410",26.43
"24411",26.43
"24412",21.9
"24413",21.9
"24414",26.43
"24415",26.43
"24416",20.17
"24417",20.17
"24418",20
"24419",20
"24420",26.43
"24421",26.43
"24422",22.54
"24423",22.54
"24424",22.53
"24425",22.53
"24426",22.46
"24427",22.46
"24428",20.7
"24429",20.7
"24430",22.91
"24431",22.91
"24432",26
"24433",26
"24434",22.36
"24435",22.36
"24436",26
"24437",26
"24438",21.75
"24439",21.75
"24440",23.01
"24441",23.01
"24442",26
"24443",26
"24444",22.36
"24445",22.36
"24446",26
"24447",26
"24448",21.17
"24449",21.17
"24450",22.14
"24451",22.14
"24452",26
"24453",26
"24454",22.85
"24455",22.85
"24456",7.1
"24457",7.06
"24458",7.5
